Incident_ID,Asset_ID,Serial_Number,Incident_Date,Issue_Type,Resolution_Days,Repair_Cost
INC001530,AST002401,MIC4162462400,2024-09-12,Software Issue,11,216.87
INC001531,AST002402,HP2772622401,2024-08-27,Network Issue,13,383.94
INC001532,AST002402,HP2772622401,2024-06-25,Hardware Failure,2,492.68
INC001533,AST002402,HP2772622401,2023-11-17,Hardware Failure,10,294.71
INC001534,AST002416,DEL8743512415,2024-06-18,Performance Issue,10,246.33
INC001535,AST002418,DEL7562442417,2024-01-19,Hardware Failure,7,203.28
INC001536,AST002425,HP5408842424,2022-09-15,Network Issue,9,374.66
INC001537,AST002425,HP5408842424,2023-05-23,Performance Issue,11,351.33
INC001538,AST002425,HP5408842424,2021-02-21,Network Issue,6,251.41
INC001539,AST002431,APP7725822430,2023-04-23,Hardware Failure,9,127.44
INC001540,AST002431,APP7725822430,2023-04-25,Hardware Failure,11,200.8
INC001541,AST002434,LEN1192752433,2024-10-16,Hardware Failure,6,419.94
INC001542,AST002434,LEN1192752433,2024-08-04,Performance Issue,6,422.17
INC001543,AST002437,HP4041722436,2022-05-04,Software Issue,13,233.8
INC001544,AST002437,HP4041722436,2021-07-13,Network Issue,10,196.65
INC001545,AST002439,APP5451402438,2021-04-12,Software Issue,14,410.58
INC001546,AST002441,MIC9985562440,2022-03-29,Performance Issue,15,57.89
INC001547,AST002442,MIC1812572441,2022-07-16,Network Issue,10,175.12
INC001548,AST002442,MIC1812572441,2024-03-25,Software Issue,11,277.37
INC001549,AST002443,DEL5428482442,2022-03-02,Performance Issue,7,92.97
INC001550,AST002458,MIC4139362457,2024-09-22,Network Issue,14,273.46
INC001551,AST002461,LEN1403542460,2022-01-23,Software Issue,15,333.04
INC001552,AST002461,LEN1403542460,2022-03-24,Performance Issue,10,389.66
INC001553,AST002466,MIC9771772465,2022-11-22,Software Issue,5,410.45
INC001554,AST002466,MIC9771772465,2023-10-02,Network Issue,3,165.89
INC001555,AST002466,MIC9771772465,2022-05-02,Software Issue,5,165.37
INC001556,AST002468,MIC1045952467,2022-12-11,Performance Issue,4,455.1
INC001557,AST002468,MIC1045952467,2021-07-31,Performance Issue,13,296.35
INC001558,AST002474,DEL9536472473,2022-12-30,Software Issue,3,236.4
INC001559,AST002474,DEL9536472473,2022-11-02,Performance Issue,7,454.88
INC001560,AST002474,DEL9536472473,2023-03-26,Performance Issue,10,180.66
INC001561,AST002477,HP5053632476,2022-10-21,Network Issue,2,162.23
INC001562,AST002477,HP5053632476,2024-06-14,Hardware Failure,4,458.19
INC001563,AST002477,HP5053632476,2024-06-14,Performance Issue,6,325.36
INC001564,AST002485,APP6827792484,2020-09-18,Software Issue,3,266.99
INC001565,AST002485,APP6827792484,2023-04-13,Network Issue,2,281.6
INC001566,AST002485,APP6827792484,2023-05-06,Performance Issue,1,460.31
INC001567,AST002488,HP5204512487,2020-07-22,Software Issue,10,295.07
INC001568,AST002488,HP5204512487,2021-10-19,Network Issue,14,458.82
INC001569,AST002488,HP5204512487,2023-04-12,Software Issue,9,407.09
INC001570,AST002493,APP5326322492,2024-10-31,Hardware Failure,12,495.91
INC001571,AST002493,APP5326322492,2024-10-31,Hardware Failure,11,334.7
INC001572,AST002493,APP5326322492,2024-10-31,Network Issue,12,127.9
INC001573,AST002496,MIC5691692495,2020-10-06,Performance Issue,8,436.34
INC001574,AST002496,MIC5691692495,2023-06-25,Performance Issue,1,194.57
INC001575,AST002497,DEL3571102496,2023-06-22,Performance Issue,10,303.92
INC001576,AST002497,DEL3571102496,2022-08-02,Hardware Failure,7,90.85
INC001577,AST002501,LEN3960852500,2024-04-20,Hardware Failure,6,286.96
INC001578,AST002501,LEN3960852500,2020-10-27,Performance Issue,4,268.58
INC001579,AST002501,LEN3960852500,2024-03-04,Network Issue,5,151.86
INC001580,AST002517,MIC4938532516,2022-03-25,Software Issue,4,96.5
INC001581,AST002519,DEL5556712518,2024-06-01,Hardware Failure,3,484.74
INC001582,AST002519,DEL5556712518,2024-01-13,Hardware Failure,13,312.03
INC001583,AST002519,DEL5556712518,2024-02-24,Performance Issue,8,377.45
INC001584,AST002520,LEN1967252519,2024-02-25,Hardware Failure,3,378.54
INC001585,AST002520,LEN1967252519,2022-09-05,Software Issue,11,145.51
INC001586,AST002520,LEN1967252519,2024-04-02,Hardware Failure,8,259.7
INC001587,AST002525,DEL8075082524,2021-07-15,Performance Issue,15,310.4
INC001588,AST002528,HP1167302527,2024-06-05,Network Issue,3,402.19
INC001589,AST002529,APP8888842528,2022-07-16,Network Issue,6,71.59
INC001590,AST002529,APP8888842528,2021-12-10,Performance Issue,7,148.3
INC001591,AST002538,HP7643652537,2024-09-03,Software Issue,1,256.62
INC001592,AST002544,HP4880692543,2021-08-07,Software Issue,14,335.47
INC001593,AST002544,HP4880692543,2020-11-24,Performance Issue,15,166.79
INC001594,AST002546,APP2573232545,2022-03-08,Hardware Failure,13,204.68
INC001595,AST002546,APP2573232545,2022-06-14,Performance Issue,4,361.6
INC001596,AST002556,APP1600432555,2022-01-02,Network Issue,5,449.23
INC001597,AST002556,APP1600432555,2021-09-23,Software Issue,2,264.5
INC001598,AST002558,HP4608402557,2021-04-16,Hardware Failure,2,453.46
INC001599,AST002558,HP4608402557,2024-10-22,Software Issue,3,354.87
INC001600,AST002559,APP1313512558,2024-06-05,Network Issue,15,158.99
INC001601,AST002559,APP1313512558,2022-08-11,Software Issue,9,250.06
INC001602,AST002560,MIC5880322559,2020-06-24,Performance Issue,1,327.06
INC001603,AST002560,MIC5880322559,2023-08-17,Hardware Failure,1,248.9
INC001604,AST002561,DEL4800242560,2024-03-17,Hardware Failure,11,182.62
INC001605,AST002561,DEL4800242560,2020-06-04,Software Issue,15,64.29
INC001606,AST002561,DEL4800242560,2024-01-01,Performance Issue,5,317.11
INC001607,AST002562,HP4808282561,2024-01-22,Software Issue,1,422.43
INC001608,AST002563,HP6009662562,2024-05-06,Performance Issue,8,72.9
INC001609,AST002565,MIC5514372564,2022-11-15,Software Issue,1,200.28
INC001610,AST002565,MIC5514372564,2021-08-21,Software Issue,12,166.14
INC001611,AST002565,MIC5514372564,2022-11-07,Performance Issue,8,136.41
INC001612,AST002568,LEN7683342567,2023-06-03,Performance Issue,3,475.24
INC001613,AST002569,MIC5020802568,2023-12-26,Hardware Failure,3,327.51
INC001614,AST002569,MIC5020802568,2024-08-13,Network Issue,14,459.5
INC001615,AST002569,MIC5020802568,2023-12-10,Software Issue,5,274.83
INC001616,AST002571,MIC4198262570,2024-09-09,Software Issue,12,256.48
INC001617,AST002571,MIC4198262570,2019-01-05,Performance Issue,2,359.08
INC001618,AST002571,MIC4198262570,2024-02-29,Network Issue,7,107.05
INC001619,AST002572,LEN3737522571,2023-10-03,Network Issue,11,419.29
INC001620,AST002573,APP4519292572,2023-01-03,Hardware Failure,11,83.5
INC001621,AST002577,LEN7085402576,2023-04-20,Network Issue,8,78.82
INC001622,AST002587,MIC8685912586,2020-03-20,Software Issue,8,385.68
INC001623,AST002587,MIC8685912586,2020-06-16,Software Issue,7,440.96
INC001624,AST002589,MIC1102482588,2021-08-10,Hardware Failure,15,418.27
INC001625,AST002589,MIC1102482588,2021-06-10,Network Issue,11,352.02
INC001626,AST002589,MIC1102482588,2023-03-23,Hardware Failure,10,384.13
INC001627,AST002594,DEL8244842593,2024-02-22,Software Issue,1,78.89
INC001628,AST002597,LEN9573132596,2023-02-25,Network Issue,11,182.82
INC001629,AST002602,MIC5611752601,2022-04-08,Software Issue,7,446.65
INC001630,AST002605,HP4345182604,2021-06-16,Hardware Failure,13,442.0
INC001631,AST002605,HP4345182604,2022-03-16,Hardware Failure,8,312.6
INC001632,AST002605,HP4345182604,2022-04-05,Network Issue,5,351.02
INC001633,AST002606,APP1338462605,2021-11-09,Software Issue,14,53.79
INC001634,AST002606,APP1338462605,2019-09-28,Network Issue,1,394.68
INC001635,AST002610,DEL5031832609,2023-08-16,Performance Issue,5,349.48
INC001636,AST002610,DEL5031832609,2023-07-09,Network Issue,12,283.67
INC001637,AST002619,MIC1668402618,2024-02-20,Network Issue,6,167.61
INC001638,AST002619,MIC1668402618,2022-03-17,Performance Issue,1,455.53
INC001639,AST002626,DEL4369552625,2024-08-10,Network Issue,6,94.38
INC001640,AST002626,DEL4369552625,2024-07-30,Network Issue,11,307.27
INC001641,AST002626,DEL4369552625,2024-08-18,Software Issue,12,187.45
INC001642,AST002629,MIC9087982628,2020-05-14,Software Issue,6,243.64
INC001643,AST002629,MIC9087982628,2021-01-18,Software Issue,7,194.34
INC001644,AST002631,APP5567522630,2022-07-09,Software Issue,4,59.48
INC001645,AST002631,APP5567522630,2022-08-17,Hardware Failure,15,330.93
INC001646,AST002631,APP5567522630,2023-11-10,Network Issue,4,157.32
INC001647,AST002635,LEN3291392634,2023-11-17,Performance Issue,4,285.18
INC001648,AST002635,LEN3291392634,2021-07-12,Performance Issue,2,99.1
INC001649,AST002636,HP6736232635,2021-11-25,Network Issue,10,92.17
INC001650,AST002636,HP6736232635,2021-10-01,Performance Issue,5,167.64
INC001651,AST002637,DEL2981272636,2023-05-31,Hardware Failure,12,389.16
INC001652,AST002637,DEL2981272636,2021-12-22,Network Issue,4,56.06
INC001653,AST002640,MIC7746942639,2024-02-15,Performance Issue,6,116.99
INC001654,AST002645,HP6068982644,2024-06-23,Hardware Failure,4,199.82
INC001655,AST002645,HP6068982644,2024-10-05,Software Issue,7,345.9
INC001656,AST002647,MIC8295292646,2023-10-17,Performance Issue,7,343.46
INC001657,AST002647,MIC8295292646,2020-08-03,Performance Issue,9,107.84
INC001658,AST002647,MIC8295292646,2019-10-17,Network Issue,1,228.21
INC001659,AST002652,DEL1260092651,2023-12-23,Hardware Failure,1,256.12
INC001660,AST002653,APP1937002652,2023-01-22,Hardware Failure,2,351.66
INC001661,AST002656,DEL5759232655,2023-09-28,Software Issue,9,148.08
INC001662,AST002656,DEL5759232655,2023-09-20,Performance Issue,10,190.74
INC001663,AST002656,DEL5759232655,2023-11-10,Performance Issue,3,338.55
INC001664,AST002658,DEL5658382657,2024-07-13,Performance Issue,12,86.28
INC001665,AST002658,DEL5658382657,2023-04-27,Software Issue,14,216.04
INC001666,AST002673,APP3646682672,2023-12-24,Network Issue,3,319.16
INC001667,AST002674,DEL8282722673,2022-11-24,Hardware Failure,4,79.3
INC001668,AST002674,DEL8282722673,2021-03-08,Performance Issue,11,146.69
INC001669,AST002679,HP5094082678,2020-12-16,Software Issue,1,314.16
INC001670,AST002679,HP5094082678,2023-01-29,Software Issue,12,101.5
INC001671,AST002679,HP5094082678,2021-08-25,Performance Issue,2,224.37
INC001672,AST002682,MIC8232272681,2023-06-28,Performance Issue,13,399.93
INC001673,AST002682,MIC8232272681,2024-02-12,Software Issue,1,185.87
INC001674,AST002684,MIC9811092683,2021-03-13,Software Issue,2,372.43
INC001675,AST002684,MIC9811092683,2023-07-02,Network Issue,15,233.31
INC001676,AST002686,HP4559502685,2022-11-23,Software Issue,5,215.86
INC001677,AST002686,HP4559502685,2023-10-08,Hardware Failure,11,301.94
INC001678,AST002692,APP7519042691,2022-03-22,Software Issue,2,467.41
INC001679,AST002692,APP7519042691,2020-08-14,Software Issue,8,229.79
INC001680,AST002695,HP2131882694,2019-09-25,Performance Issue,10,353.06
INC001681,AST002695,HP2131882694,2019-11-27,Software Issue,10,64.51
INC001682,AST002706,LEN8594582705,2024-04-01,Network Issue,7,496.38
INC001683,AST002706,LEN8594582705,2021-03-06,Software Issue,7,162.06
INC001684,AST002706,LEN8594582705,2022-11-27,Network Issue,3,256.99
INC001685,AST002710,LEN6408802709,2022-01-30,Performance Issue,7,356.43
INC001686,AST002712,APP2541242711,2023-01-28,Network Issue,15,283.59
INC001687,AST002712,APP2541242711,2019-08-29,Software Issue,12,57.77
INC001688,AST002714,HP6710262713,2022-01-14,Hardware Failure,10,71.84
INC001689,AST002714,HP6710262713,2021-08-24,Hardware Failure,4,369.5
INC001690,AST002720,DEL4266302719,2024-05-05,Performance Issue,10,304.05
INC001691,AST002720,DEL4266302719,2024-04-16,Performance Issue,15,495.2
INC001692,AST002724,HP3989792723,2019-09-02,Hardware Failure,9,252.22
INC001693,AST002728,HP6016972727,2023-04-27,Software Issue,5,372.37
INC001694,AST002728,HP6016972727,2024-05-13,Software Issue,10,366.48
INC001695,AST002730,HP6308552729,2024-02-08,Performance Issue,4,370.49
INC001696,AST002730,HP6308552729,2024-06-28,Network Issue,5,244.37
INC001697,AST002730,HP6308552729,2024-09-30,Hardware Failure,11,471.13
INC001698,AST002732,DEL3016852731,2022-02-10,Performance Issue,2,215.9
INC001699,AST002735,DEL9162502734,2020-03-17,Software Issue,7,79.45
INC001700,AST002735,DEL9162502734,2021-08-25,Performance Issue,13,318.75
INC001701,AST002737,DEL2959712736,2021-11-21,Hardware Failure,14,82.57
INC001702,AST002737,DEL2959712736,2023-12-07,Performance Issue,5,262.96
INC001703,AST002737,DEL2959712736,2024-10-28,Hardware Failure,6,315.71
INC001704,AST002741,MIC8443122740,2024-06-12,Network Issue,3,286.19
INC001705,AST002746,MIC7244552745,2024-09-29,Software Issue,13,486.42
INC001706,AST002746,MIC7244552745,2024-05-04,Software Issue,2,61.16
INC001707,AST002746,MIC7244552745,2024-07-25,Network Issue,8,435.9
INC001708,AST002747,APP5363012746,2024-08-14,Hardware Failure,4,55.0
INC001709,AST002747,APP5363012746,2024-05-27,Network Issue,7,259.41
INC001710,AST002747,APP5363012746,2023-08-17,Performance Issue,15,395.31
INC001711,AST002752,MIC5949082751,2023-05-09,Software Issue,14,322.54
INC001712,AST002752,MIC5949082751,2023-10-07,Performance Issue,11,437.09
INC001713,AST002753,LEN1270212752,2023-12-04,Hardware Failure,7,467.15
INC001714,AST002753,LEN1270212752,2021-07-22,Network Issue,8,224.35
INC001715,AST002753,LEN1270212752,2024-04-19,Network Issue,14,470.89
INC001716,AST002755,LEN3943312754,2023-07-09,Software Issue,9,228.98
INC001717,AST002755,LEN3943312754,2020-08-07,Hardware Failure,9,92.59
INC001718,AST002755,LEN3943312754,2023-09-14,Performance Issue,7,421.98
INC001719,AST002759,APP5114042758,2022-03-04,Performance Issue,10,460.43
INC001720,AST002767,LEN5648162766,2022-04-10,Software Issue,2,72.53
INC001721,AST002773,HP8986402772,2023-04-12,Performance Issue,11,332.99
INC001722,AST002773,HP8986402772,2024-07-23,Network Issue,6,195.41
INC001723,AST002773,HP8986402772,2024-06-04,Performance Issue,11,304.69
INC001724,AST002780,LEN8830052779,2021-07-11,Performance Issue,13,156.3
INC001725,AST002780,LEN8830052779,2024-06-01,Performance Issue,4,211.5
INC001726,AST002780,LEN8830052779,2020-04-21,Network Issue,2,406.17
INC001727,AST002782,APP4502062781,2023-08-28,Network Issue,11,438.92
INC001728,AST002782,APP4502062781,2024-01-12,Performance Issue,13,270.02
INC001729,AST002782,APP4502062781,2024-01-28,Hardware Failure,11,283.57
INC001730,AST002786,APP1346702785,2023-07-30,Software Issue,13,375.98
INC001731,AST002786,APP1346702785,2024-10-30,Performance Issue,8,261.11
INC001732,AST002788,MIC7460042787,2019-09-15,Software Issue,11,255.01
INC001733,AST002788,MIC7460042787,2022-11-12,Performance Issue,1,305.02
INC001734,AST002788,MIC7460042787,2024-09-15,Software Issue,11,122.59
INC001735,AST002790,APP7440402789,2024-10-29,Network Issue,10,53.68
INC001736,AST002791,LEN1989842790,2020-06-24,Network Issue,2,113.77
INC001737,AST002794,HP3789882793,2018-12-27,Performance Issue,2,233.3
INC001738,AST002799,LEN2709002798,2023-07-19,Hardware Failure,12,285.45
INC001739,AST002800,LEN6217852799,2022-04-13,Network Issue,8,96.58
INC001740,AST002803,HP5791072802,2022-08-04,Network Issue,11,239.93
INC001741,AST002803,HP5791072802,2023-04-09,Software Issue,6,209.48
INC001742,AST002803,HP5791072802,2022-07-30,Software Issue,6,388.04
INC001743,AST002805,LEN8113372804,2022-07-20,Network Issue,6,272.03
INC001744,AST002806,HP9811672805,2021-10-05,Network Issue,13,352.71
INC001745,AST002806,HP9811672805,2023-05-20,Network Issue,10,456.13
INC001746,AST002806,HP9811672805,2021-05-12,Network Issue,9,271.14
INC001747,AST002807,HP2652032806,2022-09-14,Network Issue,5,222.09
INC001748,AST002807,HP2652032806,2024-06-14,Performance Issue,11,387.71
INC001749,AST002807,HP2652032806,2024-09-05,Network Issue,2,380.1
INC001750,AST002811,MIC6263062810,2022-12-30,Hardware Failure,6,245.04
INC001751,AST002811,MIC6263062810,2024-03-28,Network Issue,5,432.9
INC001752,AST002811,MIC6263062810,2024-03-23,Network Issue,14,80.02
INC001753,AST002813,HP8025432812,2023-09-07,Hardware Failure,6,81.61
INC001754,AST002813,HP8025432812,2022-07-27,Software Issue,10,427.75
INC001755,AST002813,HP8025432812,2023-07-26,Network Issue,6,232.39
INC001756,AST002815,MIC2211812814,2021-09-10,Software Issue,3,429.28
INC001757,AST002819,DEL2348322818,2024-10-04,Software Issue,3,353.71
INC001758,AST002819,DEL2348322818,2024-10-26,Network Issue,9,267.42
INC001759,AST002819,DEL2348322818,2024-10-01,Performance Issue,3,419.36
INC001760,AST002820,HP7516422819,2021-12-27,Software Issue,4,186.06
INC001761,AST002820,HP7516422819,2023-08-11,Hardware Failure,13,384.03
INC001762,AST002822,MIC9813552821,2024-03-02,Software Issue,2,350.87
INC001763,AST002822,MIC9813552821,2024-04-18,Software Issue,7,151.12
INC001764,AST002825,APP6135712824,2023-04-03,Hardware Failure,5,369.62
INC001765,AST002825,APP6135712824,2024-09-21,Hardware Failure,11,177.11
INC001766,AST002825,APP6135712824,2022-12-25,Software Issue,10,326.65
INC001767,AST002828,DEL9139282827,2020-01-13,Network Issue,14,291.42
INC001768,AST002831,DEL5837372830,2019-09-30,Performance Issue,4,280.86
INC001769,AST002834,DEL2012832833,2019-09-21,Hardware Failure,7,239.32
INC001770,AST002834,DEL2012832833,2022-05-01,Software Issue,12,415.38
INC001771,AST002837,APP6270792836,2020-09-29,Hardware Failure,8,325.78
INC001772,AST002837,APP6270792836,2022-11-03,Performance Issue,1,130.03
INC001773,AST002837,APP6270792836,2021-01-30,Network Issue,14,468.18
INC001774,AST002852,HP2068582851,2023-03-05,Network Issue,1,106.27
INC001775,AST002852,HP2068582851,2024-09-15,Software Issue,1,153.53
INC001776,AST002852,HP2068582851,2023-08-07,Software Issue,3,69.71
INC001777,AST002862,DEL6304842861,2023-07-24,Hardware Failure,3,238.3
INC001778,AST002862,DEL6304842861,2022-03-30,Performance Issue,14,418.02
INC001779,AST002862,DEL6304842861,2022-09-29,Network Issue,1,196.12
INC001780,AST002873,APP7259672872,2023-06-10,Software Issue,12,258.87
INC001781,AST002873,APP7259672872,2024-10-25,Performance Issue,4,427.63
INC001782,AST002873,APP7259672872,2023-11-19,Network Issue,13,378.31
INC001783,AST002878,DEL2075262877,2022-11-24,Hardware Failure,8,70.19
INC001784,AST002879,DEL7482132878,2019-12-01,Hardware Failure,11,62.62
INC001785,AST002879,DEL7482132878,2022-05-30,Hardware Failure,12,296.66
INC001786,AST002879,DEL7482132878,2023-03-09,Hardware Failure,12,428.68
INC001787,AST002882,LEN5252892881,2022-01-30,Performance Issue,3,67.68
INC001788,AST002882,LEN5252892881,2021-12-08,Network Issue,9,437.49
INC001789,AST002882,LEN5252892881,2022-03-12,Hardware Failure,2,181.2
INC001790,AST002884,APP2729752883,2020-01-13,Hardware Failure,15,267.05
INC001791,AST002884,APP2729752883,2023-07-26,Performance Issue,5,362.16
INC001792,AST002884,APP2729752883,2023-02-23,Software Issue,12,327.75
INC001793,AST002885,APP6679792884,2020-12-20,Hardware Failure,10,280.1
INC001794,AST002885,APP6679792884,2022-03-11,Hardware Failure,6,125.65
INC001795,AST002887,MIC7533042886,2021-12-27,Software Issue,1,164.19
INC001796,AST002888,MIC9201992887,2024-03-25,Software Issue,5,397.49
INC001797,AST002888,MIC9201992887,2021-04-07,Hardware Failure,8,362.35
INC001798,AST002893,DEL9572602892,2023-02-28,Performance Issue,1,234.13
INC001799,AST002895,APP8518652894,2024-03-18,Network Issue,15,72.24
INC001800,AST002895,APP8518652894,2021-11-27,Performance Issue,8,257.64
INC001801,AST002895,APP8518652894,2023-05-23,Network Issue,3,61.94
INC001802,AST002898,APP1698562897,2022-03-11,Hardware Failure,4,222.66
INC001803,AST002898,APP1698562897,2023-08-13,Hardware Failure,3,263.38
INC001804,AST002898,APP1698562897,2022-11-03,Network Issue,5,180.45
INC001805,AST002900,APP9374192899,2023-11-25,Network Issue,7,115.78
INC001806,AST002902,LEN7273562901,2024-10-07,Network Issue,2,369.55
INC001807,AST002902,LEN7273562901,2024-10-06,Performance Issue,15,446.97
INC001808,AST002913,DEL2745082912,2024-06-19,Software Issue,12,219.29
INC001809,AST002913,DEL2745082912,2022-02-13,Network Issue,7,294.7
INC001810,AST002926,APP3207922925,2022-07-12,Hardware Failure,2,128.4
INC001811,AST002926,APP3207922925,2022-10-01,Software Issue,8,256.86
INC001812,AST002930,DEL7899872929,2024-03-16,Hardware Failure,5,259.42
INC001813,AST002932,MIC4206342931,2023-07-24,Hardware Failure,4,132.8
INC001814,AST002932,MIC4206342931,2021-09-22,Network Issue,5,372.65
INC001815,AST002933,DEL4180202932,2024-01-26,Network Issue,11,435.12
INC001816,AST002933,DEL4180202932,2024-04-30,Network Issue,5,265.44
INC001817,AST002935,MIC5588322934,2023-11-14,Network Issue,3,469.89
INC001818,AST002935,MIC5588322934,2024-02-14,Hardware Failure,14,395.45
INC001819,AST002935,MIC5588322934,2023-06-14,Performance Issue,5,244.66
INC001820,AST002936,HP3507722935,2024-09-27,Software Issue,4,205.99
INC001821,AST002936,HP3507722935,2024-07-03,Performance Issue,9,316.23
INC001822,AST002937,MIC2849242936,2019-08-05,Performance Issue,6,368.24
INC001823,AST002937,MIC2849242936,2021-01-30,Hardware Failure,5,472.2
INC001824,AST002937,MIC2849242936,2024-03-27,Network Issue,9,362.97
INC001825,AST002941,HP4189052940,2022-05-25,Hardware Failure,8,229.42
INC001826,AST002941,HP4189052940,2022-11-06,Network Issue,9,351.91
INC001827,AST002943,APP1724512942,2020-07-23,Network Issue,8,170.96
INC001828,AST002943,APP1724512942,2023-01-01,Software Issue,13,358.9
INC001829,AST002951,DEL5064332950,2021-08-27,Hardware Failure,9,113.61
INC001830,AST002951,DEL5064332950,2021-09-25,Performance Issue,14,204.72
INC001831,AST002955,DEL2569362954,2024-07-28,Hardware Failure,12,213.81
INC001832,AST002955,DEL2569362954,2023-02-20,Network Issue,12,83.33
INC001833,AST002955,DEL2569362954,2023-06-08,Performance Issue,12,390.4
INC001834,AST002956,DEL4972032955,2024-10-23,Performance Issue,13,454.63
INC001835,AST002956,DEL4972032955,2024-10-19,Performance Issue,11,324.72
INC001836,AST002956,DEL4972032955,2024-10-20,Hardware Failure,15,225.14
INC001837,AST002959,LEN7674332958,2023-12-03,Performance Issue,6,290.17
INC001838,AST002959,LEN7674332958,2022-06-14,Network Issue,4,415.11
INC001839,AST002960,APP4930052959,2019-01-14,Software Issue,6,81.64
INC001840,AST002962,MIC7448122961,2023-06-04,Hardware Failure,4,432.48
INC001841,AST002962,MIC7448122961,2023-07-24,Performance Issue,1,285.76
INC001842,AST002967,DEL6810452966,2024-10-14,Hardware Failure,6,434.32
INC001843,AST002971,LEN7757682970,2024-05-13,Software Issue,3,130.95
INC001844,AST002971,LEN7757682970,2024-05-26,Network Issue,6,246.87
INC001845,AST002977,LEN4898232976,2022-05-28,Network Issue,14,197.81
INC001846,AST002977,LEN4898232976,2023-02-04,Software Issue,10,192.11
INC001847,AST002977,LEN4898232976,2019-03-17,Hardware Failure,15,290.89
INC001848,AST002980,DEL5312332979,2023-08-20,Network Issue,4,266.9
INC001849,AST002981,HP3422002980,2020-08-30,Network Issue,10,272.66
INC001850,AST002981,HP3422002980,2022-05-03,Network Issue,4,372.91
INC001851,AST002983,LEN7990242982,2022-06-29,Software Issue,1,324.06
INC001852,AST002987,HP7794612986,2023-05-15,Hardware Failure,9,146.69
INC001853,AST002987,HP7794612986,2023-10-06,Network Issue,6,182.54
INC001854,AST002989,LEN5789462988,2024-01-15,Software Issue,4,323.18
INC001855,AST002989,LEN5789462988,2024-06-30,Performance Issue,8,270.02
INC001856,AST002991,LEN6205682990,2023-04-24,Software Issue,9,431.52
INC001857,AST002991,LEN6205682990,2021-07-19,Performance Issue,11,465.29
INC001858,AST002991,LEN6205682990,2022-08-10,Performance Issue,7,90.96
INC001859,AST002992,LEN1056052991,2023-01-21,Network Issue,10,427.27
INC001860,AST002992,LEN1056052991,2024-03-09,Hardware Failure,13,397.84
INC001861,AST002992,LEN1056052991,2023-03-14,Network Issue,14,161.45
INC001862,AST002994,APP6451792993,2022-02-16,Performance Issue,14,80.86
INC001863,AST002996,DEL4593332995,2024-03-24,Hardware Failure,9,110.28
INC001864,AST002998,LEN1129762997,2023-04-15,Performance Issue,5,404.58
INC001865,AST002998,LEN1129762997,2024-05-26,Network Issue,8,483.25
INC001866,AST002998,LEN1129762997,2023-05-12,Hardware Failure,8,135.25
INC001867,AST003001,APP9764393000,2023-09-28,Hardware Failure,12,497.69
INC001868,AST003001,APP9764393000,2024-10-09,Performance Issue,4,289.91
INC001869,AST003001,APP9764393000,2022-04-11,Hardware Failure,13,281.85
INC001870,AST003005,HP3797383004,2019-09-20,Software Issue,7,404.82
INC001871,AST003005,HP3797383004,2022-11-14,Hardware Failure,6,370.98
INC001872,AST003005,HP3797383004,2022-11-28,Hardware Failure,6,143.65
INC001873,AST003009,LEN9799173008,2021-12-24,Network Issue,5,131.68
INC001874,AST003009,LEN9799173008,2023-07-24,Network Issue,5,417.88
INC001875,AST003009,LEN9799173008,2020-06-13,Hardware Failure,15,424.09
INC001876,AST003010,DEL6010653009,2020-01-05,Performance Issue,10,315.37
INC001877,AST003010,DEL6010653009,2021-10-30,Performance Issue,2,399.23
INC001878,AST003010,DEL6010653009,2019-07-27,Hardware Failure,9,77.87
INC001879,AST003011,APP5236523010,2023-04-04,Hardware Failure,4,194.38
INC001880,AST003015,MIC9038683014,2023-04-20,Performance Issue,11,144.17
INC001881,AST003015,MIC9038683014,2022-10-13,Performance Issue,1,478.93
INC001882,AST003015,MIC9038683014,2021-01-14,Network Issue,5,114.82
INC001883,AST003017,MIC2708223016,2023-11-10,Performance Issue,13,450.2
INC001884,AST003017,MIC2708223016,2022-02-17,Performance Issue,8,263.87
INC001885,AST003021,LEN6255533020,2023-09-06,Performance Issue,12,266.46
INC001886,AST003021,LEN6255533020,2023-06-10,Software Issue,1,246.87
INC001887,AST003023,HP9365023022,2023-02-28,Network Issue,4,165.17
INC001888,AST003024,LEN6824153023,2022-11-07,Network Issue,6,422.98
INC001889,AST003024,LEN6824153023,2021-07-17,Software Issue,7,280.01
INC001890,AST003028,DEL8599023027,2024-02-23,Network Issue,6,472.14
INC001891,AST003028,DEL8599023027,2024-03-16,Software Issue,12,474.31
INC001892,AST003028,DEL8599023027,2023-04-14,Software Issue,5,375.25
INC001893,AST003031,APP4671943030,2020-08-06,Performance Issue,6,273.26
INC001894,AST003031,APP4671943030,2023-07-12,Hardware Failure,2,303.98
INC001895,AST003031,APP4671943030,2023-05-03,Performance Issue,8,371.43
INC001896,AST003033,HP1283283032,2023-06-04,Software Issue,11,76.14
INC001897,AST003033,HP1283283032,2022-08-16,Network Issue,14,263.56
INC001898,AST003033,HP1283283032,2019-05-29,Network Issue,6,465.91
INC001899,AST003034,MIC6114683033,2023-10-27,Software Issue,11,464.16
INC001900,AST003034,MIC6114683033,2023-09-28,Hardware Failure,9,87.29
INC001901,AST003034,MIC6114683033,2023-10-22,Performance Issue,8,152.84
INC001902,AST003035,LEN2685093034,2022-10-26,Software Issue,4,288.74
