Asset_ID,Serial_Number,Manufacturer,Model,Asset_Type,Purchase_Date,Purchase_Cost,Warranty_End_Date,Region,Department,Assigned_User,Status,OS_Version,Encryption_Status,Last_Login_Days_Ago,Avg_CPU_Usage_Percent,Disk_Usage_Percent,Has_Failed,Age_Years
AST002754,DEL1100962753,Dell,Latitude 7420,Laptop,2019-08-10,1815.37,2022-08-09,North America,Marketing,user2586,Disposed,macOS Sonoma,Encrypted,191,0.0,0.0,No,5.23
AST002755,LEN3943312754,Lenovo,ThinkCentre M90,Server,2019-04-12,7233.85,2020-04-11,Asia Pacific,Operations,user5355,Disposed,,,996,0.0,0.0,Yes,5.56
AST002756,APP9300622755,Apple,Mac Mini M1,Laptop,2019-08-02,2934.42,2024-07-31,North America,Finance,,Active,Ubuntu 22.04,Encrypted,2,84.04,74.84,No,5.25
AST002757,APP3623272756,Apple,MacBook Air M1,Laptop,2023-11-14,2970.53,2026-11-13,Europe,Engineering,user7276,Active,Windows 11,Unknown,6,43.12,51.52,No,0.96
AST002758,MIC8674712757,Microsoft,Surface Book 3,Server,2021-12-13,15809.31,2022-12-13,Europe,Operations,user5976,Active,,,1,54.6,41.45,No,2.88
AST002759,APP5114042758,Apple,Mac Mini M1,Desktop,2018-06-01,1661.89,2021-05-31,North America,Marketing,user8665,Retired,Ubuntu 22.04,Encrypted,433,0.0,0.0,Yes,6.42
AST002760,HP5189002759,HP,ProBook 450,Monitor,2024-06-02,634.67,2027-06-02,North America,HR,user3573,Active,,,2,38.56,68.59,No,0.41
AST002761,DEL7518812760,Dell,Latitude 5420,Desktop,2022-10-13,1001.2,2027-10-12,Europe,Operations,user7999,Active,macOS Ventura,Not Encrypted,0,73.34,90.54,No,2.05
AST002762,HP4531062761,HP,ProLiant DL380,Monitor,2022-01-16,210.66,2027-01-15,Europe,Marketing,user5924,Active,,,3,56.19,51.43,No,2.79
AST002763,MIC4085052762,Microsoft,Surface Pro 8,Server,2023-11-29,14393.07,2026-11-28,Latin America,IT,user1371,In Storage,,,131,0.0,78.52,No,0.92
AST002764,HP1232352763,HP,ProLiant DL380,Tablet,2021-09-16,783.5,2022-09-16,Latin America,Marketing,user2257,Disposed,,Encrypted,367,0.0,0.0,No,3.12
AST002765,DEL3906142764,Dell,Latitude 5420,Tablet,2021-04-08,1047.5,2022-04-08,North America,Finance,user4701,In Storage,,Encrypted,284,0.0,63.57,No,3.56
AST002766,MIC6461782765,Microsoft,Surface Pro 8,Tablet,2024-10-05,632.37,2029-10-04,Latin America,Engineering,user4265,Disposed,,Encrypted,26,0.0,0.0,No,0.07
AST002767,LEN5648162766,Lenovo,ThinkCentre M90,Desktop,2018-04-07,1057.53,2019-04-07,Latin America,Sales,user1975,In Repair,macOS Ventura,Encrypted,16,6.67,84.87,Yes,6.57
AST002768,LEN5743132767,Lenovo,ThinkPad X1 Carbon,Laptop,2021-08-07,1155.26,2024-08-06,Latin America,IT,user1977,Active,macOS Ventura,Encrypted,5,51.47,89.01,No,3.23
AST002769,HP7724142768,HP,ProLiant DL380,Monitor,2021-02-24,365.15,2022-02-24,Europe,Operations,user8155,Active,,,5,69.69,36.05,No,3.68
AST002770,LEN5056132769,Lenovo,ThinkSystem SR650,Desktop,2021-05-20,661.48,,Latin America,IT,user4325,Active,Windows 10,Encrypted,1,48.83,40.53,No,3.45
AST002771,APP4460832770,Apple,"MacBook Pro 14""",Monitor,2024-09-05,983.23,2029-09-04,Latin America,Engineering,user9368,Active,,,0,78.38,33.91,No,0.15
AST002772,HP3026522771,HP,ProBook 450,Server,2024-03-30,9517.04,2025-03-30,North America,Engineering,user2989,Active,,,7,44.86,46.95,No,0.59
AST002773,HP8986402772,HP,ProBook 450,Tablet,2022-09-09,601.46,2025-09-08,Asia Pacific,IT,user7365,Active,,Encrypted,6,82.67,41.75,Yes,2.14
AST002774,HP5593122773,HP,ProBook 450,Monitor,2024-10-14,220.18,2027-10-14,Asia Pacific,HR,user1804,Active,,,5,41.4,55.96,No,0.05
AST002775,APP7868782774,Apple,"MacBook Pro 16""",Server,2023-08-28,12590.54,2028-08-26,Europe,Engineering,user2115,In Storage,,,132,0.0,69.67,No,1.18
AST002776,APP3446782775,Apple,"MacBook Pro 16""",Laptop,2020-09-10,1639.84,2025-09-09,Asia Pacific,Finance,user6786,Active,Windows 10,Encrypted,5,78.81,39.54,No,4.14
AST002777,HP9017952776,HP,ProLiant DL380,Tablet,2020-09-10,405.93,2025-09-09,Latin America,Marketing,user5252,Active,,Unknown,4,37.57,85.07,No,4.14
AST002778,MIC2086322777,Microsoft,Surface Laptop 4,Server,2024-01-18,7948.63,2027-01-17,Latin America,Marketing,user6035,Active,,,6,32.96,88.31,No,0.79
AST002779,APP8780982778,Apple,Mac Mini M1,Desktop,2024-01-09,1397.22,2025-01-08,Latin America,Finance,user8761,Active,Windows 10,Encrypted,6,27.97,87.41,No,0.81
AST002780,LEN8830052779,Lenovo,ThinkPad T14,Laptop,2018-11-05,1946.36,2021-11-04,Latin America,Marketing,user2970,Retired,Ubuntu 22.04,Encrypted,1907,0.0,0.0,Yes,5.99
AST002781,MIC7605982780,Microsoft,Surface Go 3,Tablet,2023-05-19,708.6,2028-05-17,Asia Pacific,Sales,user8609,In Storage,,Encrypted,231,0.0,41.2,No,1.45
AST002782,APP4502062781,Apple,Mac Mini M1,Tablet,2022-12-08,994.35,2023-12-08,Asia Pacific,Operations,user6886,Active,,Encrypted,7,26.66,84.74,Yes,1.9
AST002783,HP3507952782,HP,EliteDesk 800,Desktop,2019-09-12,826.02,2022-09-11,Asia Pacific,Finance,user2149,Retired,macOS Ventura,Unknown,292,0.0,0.0,No,5.14
AST002784,APP9201832783,Apple,"MacBook Pro 14""",Laptop,2021-11-17,2374.09,2022-11-17,North America,Sales,user6459,In Storage,Windows 10,Encrypted,295,0.0,94.47,No,2.95
AST002785,APP4279042784,Apple,Mac Mini M1,Server,2022-10-17,9669.25,2025-10-16,Europe,Finance,user7409,Retired,,,382,0.0,0.0,No,2.04
AST002786,APP1346702785,Apple,MacBook Air M1,Monitor,2021-11-29,338.18,2022-11-29,Asia Pacific,HR,user3864,Active,,,0,75.59,92.46,Yes,2.92
AST002787,APP5494142786,Apple,"MacBook Pro 16""",Server,2024-09-06,13427.17,,Europe,HR,user8865,Active,,,5,75.19,79.59,No,0.15
AST002788,MIC7460042787,Microsoft,Surface Pro 8,Desktop,2018-06-18,1377.04,2021-06-17,Europe,Sales,user4161,Active,Ubuntu 20.04,Encrypted,4,72.1,44.07,Yes,6.37
AST002789,APP5234202788,Apple,Mac Mini M1,Desktop,2021-05-15,1869.11,,Europe,Engineering,user2918,Disposed,Windows 11,Encrypted,818,0.0,0.0,No,3.46
AST002790,APP7440402789,Apple,MacBook Air M1,Server,2024-05-01,17283.6,2025-05-01,Asia Pacific,Sales,user3296,Active,,,0,44.51,76.13,Yes,0.5
AST002791,LEN1989842790,Lenovo,ThinkCentre M90,Desktop,2018-07-25,724.56,2019-07-25,North America,Finance,user8866,In Repair,Ubuntu 20.04,Encrypted,28,14.5,88.48,Yes,6.27
AST002792,HP6138762791,HP,ProBook 450,Tablet,2024-08-03,1187.41,2027-08-03,North America,Sales,user7021,Active,,Encrypted,0,26.82,87.77,No,0.24
AST002793,MIC1177682792,Microsoft,Surface Go 3,Laptop,2023-10-02,1215.13,2028-09-30,Europe,IT,user5425,Active,macOS Ventura,Not Encrypted,3,22.48,77.28,No,1.08
AST002794,HP3789882793,HP,ProLiant DL380,Desktop,2018-01-04,1116.88,2021-01-03,Europe,Marketing,user2764,Disposed,Windows 10,Encrypted,2201,0.0,0.0,Yes,6.82
AST002795,APP9817752794,Apple,"MacBook Pro 14""",Tablet,2024-09-08,1379.76,,Asia Pacific,Marketing,user3110,Active,,Unknown,0,59.15,34.32,No,0.15
AST002796,HP3272142795,HP,EliteBook 840,Server,2024-05-23,14900.29,2029-05-22,Latin America,IT,user2345,Disposed,,,49,0.0,0.0,No,0.44
AST002797,MIC1031272796,Microsoft,Surface Book 3,Server,2020-05-11,17553.28,2021-05-11,Latin America,IT,user9075,In Storage,,,216,0.0,71.06,No,4.47
AST002798,DEL6733502797,Dell,Latitude 7420,Monitor,2021-10-03,645.26,2026-10-02,North America,Engineering,user6050,Active,,,0,43.32,41.64,No,3.08
AST002799,LEN2709002798,Lenovo,ThinkSystem SR650,Tablet,2018-06-26,973.99,2019-06-26,North America,Engineering,user7627,Active,,Encrypted,4,55.84,75.56,Yes,6.35
AST002800,LEN6217852799,Lenovo,ThinkCentre M90,Server,2019-02-13,9406.08,2022-02-12,North America,Marketing,user2205,Active,,,3,44.02,66.84,Yes,5.71
AST002801,LEN7355492800,Lenovo,ThinkPad X1 Carbon,Desktop,2023-09-10,834.39,2024-09-09,North America,IT,,In Repair,Ubuntu 20.04,Encrypted,17,20.29,85.28,No,1.14
AST002802,MIC6014892801,Microsoft,Surface Pro 8,Tablet,2021-08-30,544.66,,Latin America,Sales,user9918,In Repair,,Encrypted,24,24.85,51.09,No,3.17
AST002803,HP5791072802,HP,ProBook 450,Laptop,2018-07-31,1228.42,2019-07-31,Latin America,Marketing,user6812,In Storage,Windows 10,Encrypted,312,0.0,81.36,Yes,6.25
AST002804,HP1351072803,HP,EliteBook 840,Monitor,2024-08-23,201.41,,Asia Pacific,Marketing,user7328,Active,,,1,80.07,30.93,No,0.19
AST002805,LEN8113372804,Lenovo,ThinkPad X1 Carbon,Monitor,2019-07-08,395.22,2022-07-07,Asia Pacific,HR,,Retired,,,1542,0.0,0.0,Yes,5.32
AST002806,HP9811672805,HP,ProLiant DL380,Tablet,2019-08-22,446.84,2020-08-21,Europe,Operations,user9881,In Storage,,Encrypted,214,0.0,58.04,Yes,5.19
AST002807,HP2652032806,HP,EliteDesk 800,Laptop,2019-08-20,1225.84,2020-08-19,North America,Marketing,user6044,Retired,macOS Sonoma,Encrypted,400,0.0,0.0,Yes,5.2
AST002808,LEN1674032807,Lenovo,ThinkSystem SR650,Desktop,2018-11-09,748.23,,Europe,Finance,user1988,Active,Ubuntu 22.04,Encrypted,6,73.16,56.84,No,5.98
AST002809,DEL7785702808,Dell,PowerEdge R740,Laptop,2023-02-06,2157.99,2028-02-05,Europe,Sales,user4059,Active,Ubuntu 20.04,Encrypted,6,41.92,53.96,No,1.73
AST002810,LEN6373302809,Lenovo,ThinkCentre M90,Laptop,2020-09-13,1945.68,2021-09-13,North America,HR,user1913,Active,Ubuntu 22.04,Encrypted,6,77.91,41.39,No,4.13
AST002811,MIC6263062810,Microsoft,Surface Laptop 4,Monitor,2021-01-12,642.56,,Latin America,HR,user2405,Active,,,1,48.34,45.04,Yes,3.8
AST002812,DEL1954992811,Dell,OptiPlex 7090,Laptop,2024-07-15,1738.08,2027-07-15,Asia Pacific,Operations,user2377,Active,macOS Ventura,Encrypted,5,68.18,88.84,No,0.3
AST002813,HP8025432812,HP,ProLiant DL380,Tablet,2020-11-14,537.26,2025-11-13,North America,Operations,user9593,Active,,Encrypted,5,29.14,36.24,Yes,3.96
AST002814,HP1343422813,HP,ProBook 450,Laptop,2018-11-08,1331.03,2019-11-08,Asia Pacific,Engineering,user4997,Retired,macOS Sonoma,Encrypted,1119,0.0,0.0,No,5.98
AST002815,MIC2211812814,Microsoft,Surface Pro 8,Laptop,2019-03-14,1290.0,2020-03-13,North America,HR,user2070,Active,macOS Sonoma,Encrypted,6,28.92,54.24,Yes,5.63
AST002816,LEN5972942815,Lenovo,ThinkPad T14,Monitor,2018-12-09,214.12,2021-12-08,Europe,Sales,user3262,Active,,,7,61.74,62.64,No,5.89
AST002817,DEL7794412816,Dell,PowerEdge R740,Monitor,2022-06-25,667.87,2025-06-24,North America,IT,user7600,Active,,,7,59.82,77.84,No,2.35
AST002818,HP1275662817,HP,EliteBook 840,Monitor,2023-01-09,767.34,2028-01-08,Latin America,IT,user4567,Active,,,4,60.18,54.72,No,1.81
AST002819,DEL2348322818,Dell,OptiPlex 7090,Tablet,2023-08-07,1164.98,2024-08-06,Asia Pacific,Marketing,user1134,Active,,Not Encrypted,5,61.27,38.33,Yes,1.23
AST002820,HP7516422819,HP,ProBook 450,Desktop,2020-05-11,1391.73,2025-05-10,Latin America,HR,user8067,In Repair,Ubuntu 22.04,Encrypted,9,24.25,45.1,Yes,4.47
AST002821,LEN6716332820,Lenovo,ThinkSystem SR650,Server,2018-06-12,14026.17,2021-06-11,Europe,Finance,user2801,In Repair,,,10,18.11,64.26,No,6.39
AST002822,MIC9813552821,Microsoft,Surface Pro 8,Laptop,2023-07-20,1708.17,2028-07-18,Asia Pacific,Operations,user7606,Active,macOS Sonoma,Encrypted,5,80.83,63.53,Yes,1.28
AST002823,MIC7775222822,Microsoft,Surface Go 3,Desktop,2018-10-11,1591.64,2021-10-10,North America,IT,user9505,Disposed,macOS Sonoma,Encrypted,1125,0.0,0.0,No,6.06
AST002824,MIC7369382823,Microsoft,Surface Book 3,Monitor,2021-02-17,904.09,2024-02-17,Latin America,Sales,user6027,Active,,,2,67.66,83.64,No,3.7
AST002825,APP6135712824,Apple,"MacBook Pro 16""",Laptop,2021-06-21,2624.23,2026-06-20,Europe,HR,user2111,Active,macOS Sonoma,Encrypted,6,71.08,77.75,Yes,3.36
AST002826,APP2073162825,Apple,Mac Mini M1,Monitor,2022-11-30,759.66,2027-11-29,North America,HR,user4970,Retired,,,478,0.0,0.0,No,1.92
AST002827,APP9463642826,Apple,"MacBook Pro 16""",Server,2021-03-12,6888.67,2026-03-11,Latin America,Marketing,user8179,Active,,,3,71.42,48.02,No,3.64
AST002828,DEL9139282827,Dell,PowerEdge R740,Server,2018-08-15,14281.06,2019-08-15,North America,Finance,user2167,Disposed,,,1708,0.0,0.0,Yes,6.21
AST002829,APP7569102828,Apple,"MacBook Pro 16""",Desktop,2024-08-04,970.22,2029-08-03,North America,Sales,user7008,Active,macOS Sonoma,Encrypted,2,57.36,66.02,No,0.24
AST002830,LEN9200992829,Lenovo,ThinkCentre M90,Tablet,2022-11-01,523.14,2023-11-01,Europe,Finance,user3530,Active,,Encrypted,6,40.02,40.12,No,2.0
AST002831,DEL5837372830,Dell,Latitude 5420,Monitor,2018-01-15,451.62,2023-01-14,Latin America,Sales,user2750,In Repair,,,25,12.17,59.74,Yes,6.79
AST002832,HP4926742831,HP,ProBook 450,Server,2022-03-12,12324.69,2023-03-12,Latin America,Operations,user4196,Active,,,3,84.44,93.33,No,2.64
AST002833,LEN3621912832,Lenovo,ThinkSystem SR650,Laptop,2024-05-16,1786.64,2027-05-16,Asia Pacific,IT,user6754,Active,Windows 10,Encrypted,1,63.75,79.92,No,0.46
AST002834,DEL2012832833,Dell,Latitude 7420,Laptop,2018-05-16,2222.06,2019-05-16,North America,Operations,user7748,Retired,macOS Sonoma,Encrypted,1717,0.0,0.0,Yes,6.46
AST002835,LEN3836212834,Lenovo,ThinkSystem SR650,Laptop,2023-04-21,2328.0,2024-04-20,Europe,IT,user5433,Active,macOS Sonoma,Encrypted,2,77.89,56.5,No,1.53
AST002836,DEL4486242835,Dell,Latitude 7420,Monitor,2018-11-19,747.52,2023-11-18,Europe,Operations,user8647,Retired,,,272,0.0,0.0,No,5.95
AST002837,APP6270792836,Apple,"MacBook Pro 16""",Server,2019-11-05,16418.74,2020-11-04,North America,IT,user9680,Active,,,6,22.14,61.6,Yes,4.99
AST002838,DEL2551322837,Dell,Latitude 7420,Laptop,2018-05-16,1157.64,2019-05-16,Latin America,HR,user9677,Retired,Windows 10,Encrypted,885,0.0,0.0,No,6.46
AST002839,LEN2775402838,Lenovo,ThinkPad X1 Carbon,Monitor,2022-06-17,450.87,2027-06-16,Latin America,Operations,user5566,Active,,,2,37.16,65.77,No,2.37
AST002840,LEN9695442839,Lenovo,ThinkCentre M90,Monitor,2019-06-16,646.56,2024-06-14,North America,HR,user2268,In Repair,,,14,5.89,68.22,No,5.38
AST002841,APP3080462840,Apple,"MacBook Pro 14""",Server,2018-07-26,12860.66,2021-07-25,North America,Finance,user1729,Active,,,6,63.03,72.15,No,6.27
AST002842,MIC5162752841,Microsoft,Surface Go 3,Server,2018-05-15,15178.13,2021-05-14,Asia Pacific,Engineering,user8390,In Storage,,,135,0.0,50.89,No,6.46
AST002843,APP2951772842,Apple,"MacBook Pro 16""",Laptop,2024-01-10,2527.97,2025-01-09,Latin America,Marketing,user7437,Active,Windows 10,Encrypted,5,76.7,35.53,No,0.81
AST002844,DEL2463982843,Dell,PowerEdge R740,Laptop,2023-09-15,2096.69,2026-09-14,Europe,Engineering,user2264,Active,Ubuntu 20.04,Encrypted,2,42.6,76.24,No,1.13
AST002845,HP2676432844,HP,ProBook 450,Monitor,2024-02-16,601.93,2025-02-15,Asia Pacific,Engineering,user7133,Active,,,7,41.47,85.97,No,0.71
AST002846,MIC5114242845,Microsoft,Surface Pro 8,Tablet,2022-11-21,1404.29,2023-11-21,North America,HR,user4186,Active,,Encrypted,7,58.04,44.06,No,1.94
AST002847,MIC1518642846,Microsoft,Surface Go 3,Desktop,2022-08-26,998.11,2023-08-26,Europe,Sales,user6503,Active,macOS Ventura,Encrypted,6,61.89,31.53,No,2.18
AST002848,DEL3777302847,Dell,Latitude 7420,Tablet,2022-08-03,513.61,2023-08-03,North America,Finance,user4639,Active,,Encrypted,0,38.26,86.79,No,2.25
AST002849,APP3726602848,Apple,Mac Mini M1,Monitor,2019-12-25,383.09,2022-12-24,Latin America,Operations,user5560,Active,,,3,57.62,71.01,No,4.85
AST002850,HP5942242849,HP,ProBook 450,Tablet,2020-10-06,539.09,,North America,Engineering,user6068,Retired,,Encrypted,1355,0.0,0.0,No,4.07
AST002851,MIC3179522850,Microsoft,Surface Laptop 4,Monitor,2022-09-02,440.28,2027-09-01,Europe,Sales,user2022,In Repair,,,28,15.04,68.32,No,2.16
AST002852,HP2068582851,HP,EliteDesk 800,Monitor,2021-09-10,680.28,2022-09-10,Asia Pacific,Finance,user8935,In Repair,,,12,14.52,69.15,Yes,3.14
AST002853,HP8388492852,HP,EliteBook 840,Monitor,2019-01-30,599.06,2020-01-30,Asia Pacific,Engineering,user5155,In Storage,,,326,0.0,42.19,No,5.75
AST002854,DEL8711712853,Dell,Latitude 5420,Server,2024-02-18,14503.72,2025-02-17,Latin America,HR,user7981,Active,,,4,74.16,80.91,No,0.7
AST002855,HP8726102854,HP,ProLiant DL380,Tablet,2022-06-07,858.68,2023-06-07,North America,Marketing,user1062,Active,,Encrypted,7,24.27,74.21,No,2.4
AST002856,LEN4965892855,Lenovo,ThinkCentre M90,Server,2022-02-03,9581.27,2023-02-03,Latin America,Operations,user6574,In Storage,,,240,0.0,90.92,No,2.74
AST002857,LEN9314902856,Lenovo,ThinkPad X1 Carbon,Monitor,2024-09-11,679.22,2029-09-10,North America,Engineering,user6019,Active,,,6,58.04,56.39,No,0.14
AST002858,LEN5507042857,Lenovo,ThinkSystem SR650,Desktop,2018-01-19,777.78,2019-01-19,Latin America,Sales,user2697,Retired,macOS Sonoma,Encrypted,987,0.0,0.0,No,6.78
AST002859,LEN1971442858,Lenovo,ThinkPad T14,Monitor,2020-01-12,600.89,2025-01-10,North America,Finance,user8857,Active,,,2,64.18,38.53,No,4.8
AST002860,LEN8712712859,Lenovo,ThinkPad T14,Server,2019-03-02,7057.89,,Europe,Sales,user6356,In Repair,,,10,0.94,41.48,No,5.67
AST002861,DEL8306192860,Dell,OptiPlex 7090,Laptop,2021-07-10,1547.14,2022-07-10,North America,Marketing,user5829,Active,Ubuntu 22.04,Encrypted,5,25.69,44.14,No,3.31
AST002862,DEL6304842861,Dell,Latitude 7420,Server,2020-03-12,14450.13,2025-03-11,Europe,HR,user4983,In Repair,,,15,13.39,35.53,Yes,4.64
AST002863,LEN8211572862,Lenovo,ThinkSystem SR650,Laptop,2022-08-08,870.64,2027-08-07,Asia Pacific,HR,user5173,Active,macOS Sonoma,Encrypted,2,64.81,39.56,No,2.23
AST002864,DEL4870782863,Dell,PowerEdge R740,Tablet,2024-06-04,1153.14,2025-06-04,Europe,IT,user2397,Retired,,Encrypted,42,0.0,0.0,No,0.41
AST002865,LEN5520162864,Lenovo,ThinkPad T14,Monitor,2022-09-10,260.28,2023-09-10,North America,HR,user5764,Active,,,3,34.1,63.62,No,2.14
AST002866,LEN1042582865,Lenovo,ThinkPad T14,Desktop,2023-01-29,975.84,2026-01-28,Asia Pacific,Finance,user9161,Active,Windows 10,Encrypted,7,68.9,81.56,No,1.75
AST002867,HP9955332866,HP,ProLiant DL380,Laptop,2023-12-06,889.46,2024-12-05,North America,Marketing,user7982,Active,macOS Sonoma,Encrypted,4,75.66,73.1,No,0.9
AST002868,HP6853142867,HP,ProBook 450,Tablet,2018-09-24,708.1,2023-09-23,Asia Pacific,Sales,user8409,Retired,,Encrypted,613,0.0,0.0,No,6.1
AST002869,LEN5555602868,Lenovo,ThinkPad X1 Carbon,Laptop,2024-10-24,990.73,2025-10-24,Europe,Marketing,user5267,Active,Ubuntu 22.04,Encrypted,5,42.39,87.01,No,0.02
AST002870,LEN3705312869,Lenovo,ThinkPad T14,Laptop,2024-10-05,1020.2,2025-10-05,North America,Marketing,user1940,In Storage,macOS Ventura,Encrypted,94,0.0,84.95,No,0.07
AST002871,APP5482662870,Apple,Mac Mini M1,Desktop,2018-08-19,1348.84,2023-08-18,Europe,Engineering,user4442,Active,macOS Ventura,Encrypted,5,62.01,40.43,No,6.2
AST002872,HP7785892871,HP,EliteDesk 800,Monitor,2024-06-29,618.59,2029-06-28,Asia Pacific,Finance,user3425,Active,,,7,77.33,60.3,No,0.34
AST002873,APP7259672872,Apple,MacBook Air M1,Server,2022-09-21,16345.99,2025-09-20,Asia Pacific,Finance,user4476,Active,,,7,26.3,59.99,Yes,2.11
AST002874,MIC7362122873,Microsoft,Surface Book 3,Monitor,2018-07-15,707.51,2019-07-15,Latin America,Operations,user4857,In Repair,,,25,15.64,51.9,No,6.3
AST002875,HP4273982874,HP,EliteDesk 800,Tablet,2021-08-25,1117.68,2022-08-25,North America,HR,user5902,In Storage,,Encrypted,171,0.0,37.89,No,3.18
AST002876,HP4242592875,HP,EliteDesk 800,Laptop,2020-10-30,838.4,2021-10-30,Asia Pacific,Finance,user6910,Active,Ubuntu 22.04,Encrypted,0,57.69,60.07,No,4.0
AST002877,APP6122312876,Apple,"MacBook Pro 14""",Server,2020-04-03,10666.13,2025-04-02,North America,Marketing,user8234,Active,,,7,48.02,90.7,No,4.58
AST002878,DEL2075262877,Dell,OptiPlex 7090,Server,2019-02-08,8625.52,2022-02-07,North America,HR,user4743,Retired,,,759,0.0,0.0,Yes,5.73
AST002879,DEL7482132878,Dell,PowerEdge R740,Laptop,2018-07-24,848.25,2019-07-24,Europe,Marketing,user2442,Retired,Ubuntu 22.04,Encrypted,800,0.0,0.0,Yes,6.27
AST002880,LEN4376432879,Lenovo,ThinkPad X1 Carbon,Laptop,2019-01-19,1015.13,2022-01-18,Latin America,Marketing,user1898,In Storage,Windows 11,Encrypted,161,0.0,88.69,No,5.78
AST002881,MIC9145762880,Microsoft,Surface Book 3,Laptop,2023-07-19,3026.26,2024-07-18,Asia Pacific,Operations,user4452,Active,macOS Sonoma,Not Encrypted,4,40.37,90.34,No,1.29
AST002882,LEN5252892881,Lenovo,ThinkPad X1 Carbon,Laptop,2020-04-28,1925.1,2021-04-28,Asia Pacific,Operations,user2925,In Storage,Ubuntu 22.04,Encrypted,317,0.0,42.99,Yes,4.51
AST002883,LEN8206542882,Lenovo,ThinkPad X1 Carbon,Tablet,2020-04-04,921.13,2025-04-03,North America,Engineering,user4185,Active,,Encrypted,3,76.84,48.89,No,4.57
AST002884,APP2729752883,Apple,MacBook Air M1,Laptop,2019-02-14,3165.1,2024-02-13,North America,Marketing,user8107,Retired,macOS Sonoma,Encrypted,1268,0.0,0.0,Yes,5.71
AST002885,APP6679792884,Apple,"MacBook Pro 14""",Tablet,2018-12-14,1099.39,2019-12-14,Latin America,Marketing,user3527,Retired,,Encrypted,1867,0.0,0.0,Yes,5.88
AST002886,APP8276742885,Apple,MacBook Air M1,Laptop,2021-12-28,1448.44,2024-12-27,Latin America,Finance,user4100,Active,Ubuntu 20.04,Encrypted,5,35.59,53.25,No,2.84
AST002887,MIC7533042886,Microsoft,Surface Pro 8,Server,2021-06-08,7478.94,2024-06-07,Asia Pacific,IT,user2152,In Repair,,,28,4.7,62.64,Yes,3.4
AST002888,MIC9201992887,Microsoft,Surface Laptop 4,Laptop,2020-02-23,3118.07,2025-02-21,North America,IT,user6570,In Storage,macOS Sonoma,Encrypted,216,0.0,79.86,Yes,4.69
AST002889,APP6664832888,Apple,MacBook Air M1,Desktop,2020-05-22,1563.72,2023-05-22,Europe,Operations,user4545,Retired,macOS Ventura,Encrypted,557,0.0,0.0,No,4.44
AST002890,MIC8131322889,Microsoft,Surface Go 3,Server,2023-11-05,18496.78,,Asia Pacific,Operations,user1445,Active,,,2,35.31,66.23,No,0.99
AST002891,LEN2979502890,Lenovo,ThinkCentre M90,Monitor,2024-03-05,607.11,,Europe,IT,user8638,Active,,,7,58.65,30.25,No,0.66
AST002892,APP2844932891,Apple,"MacBook Pro 16""",Server,2018-08-12,6581.08,2019-08-12,Asia Pacific,IT,user1426,Active,,,4,68.63,70.76,No,6.22
AST002893,DEL9572602892,Dell,PowerEdge R740,Desktop,2019-06-22,1349.35,2022-06-21,Asia Pacific,HR,user8436,Retired,Windows 10,Encrypted,318,0.0,0.0,Yes,5.36
AST002894,HP2660532893,HP,ProBook 450,Server,2023-03-13,8489.51,2024-03-12,Latin America,Sales,user4405,Active,,,0,52.1,69.47,No,1.64
AST002895,APP8518652894,Apple,MacBook Air M1,Server,2019-04-29,11019.06,2024-04-27,Europe,Operations,user4507,Disposed,,,1181,0.0,0.0,Yes,5.51
AST002896,MIC8871722895,Microsoft,Surface Go 3,Monitor,2021-12-06,492.87,2022-12-06,Asia Pacific,Finance,user5979,Active,,,1,57.7,41.12,No,2.9
AST002897,APP5379832896,Apple,MacBook Air M1,Server,2023-01-25,14086.24,2026-01-24,Asia Pacific,Operations,user6107,Active,,,2,42.68,57.13,No,1.77
AST002898,APP1698562897,Apple,"MacBook Pro 14""",Server,2021-08-10,7792.66,2024-08-09,North America,HR,user7775,Active,,,6,76.0,91.17,Yes,3.23
AST002899,MIC8649162898,Microsoft,Surface Book 3,Desktop,2022-08-18,1418.19,,Asia Pacific,Operations,user6850,Active,macOS Sonoma,Encrypted,0,40.18,40.77,No,2.2
AST002900,APP9374192899,Apple,Mac Mini M1,Laptop,2020-06-21,2431.51,,Europe,IT,user6410,Active,Ubuntu 22.04,Encrypted,2,52.79,32.06,Yes,4.36
AST002901,MIC9827962900,Microsoft,Surface Pro 8,Desktop,2021-10-02,937.27,2024-10-01,Latin America,Sales,user5615,Active,Windows 11,Encrypted,2,69.79,82.87,No,3.08
AST002902,LEN7273562901,Lenovo,ThinkCentre M90,Laptop,2023-09-27,1208.68,2028-09-25,Asia Pacific,Finance,user5518,Active,Ubuntu 22.04,Encrypted,7,60.95,50.48,Yes,1.1
AST002903,HP8502502902,HP,EliteDesk 800,Monitor,2024-05-25,484.09,2029-05-24,Asia Pacific,IT,user6566,Active,,,1,48.16,52.58,No,0.44
AST002904,HP7367342903,HP,EliteBook 840,Laptop,2018-09-27,1519.56,2021-09-26,Europe,Sales,user2036,Retired,Windows 10,Encrypted,1196,0.0,0.0,No,6.09
AST002905,MIC7803572904,Microsoft,Surface Laptop 4,Tablet,2018-08-09,1520.63,2021-08-08,North America,IT,user2671,In Storage,,Encrypted,31,0.0,48.32,No,6.23
AST002906,LEN4142452905,Lenovo,ThinkSystem SR650,Tablet,2022-02-12,530.33,,Asia Pacific,Engineering,user2458,Active,,Encrypted,3,37.01,73.71,No,2.72
